subject_name,class_level_name,topic_title,question_text,question_type,correct_answer,explanation,difficulty,points,time_limit,choice_a,choice_b,choice_c,choice_d
English Language,Grade 8,Literature and Poetry,What is a dynamic character?,multiple_choice,b,A dynamic character undergoes significant change or growth during the story.,hard,10,120,Is very energetic,Undergoes significant change or growth,Never changes,Moves around a lot
English Language,Grade 8,Literature and Poetry,What is dramatic irony?,multiple_choice,c,Dramatic irony occurs when readers know something that characters in the story do not.,hard,10,150,When characters know everything,When nothing is hidden,When readers know something characters don't,When everyone knows the same thing
English Language,Grade 8,Literature and Poetry,What is verbal irony?,multiple_choice,d,Verbal irony occurs when someone says one thing but means the opposite.,hard,10,120,When someone speaks loudly,When someone speaks softly,When someone speaks clearly,When someone says one thing but means opposite
English Language,Grade 8,Literature and Poetry,What is situational irony?,multiple_choice,a,Situational irony occurs when the outcome is opposite to what was expected.,hard,10,150,When outcome is opposite to what was expected,When situation is very serious,When situation is funny,When situation is normal
English Language,Grade 8,Literature and Poetry,What is allegory?,multiple_choice,b,Allegory is a story where characters and events represent abstract ideas or principles.,hard,10,150,A true historical account,Story where characters represent abstract ideas,A very long story,A story with animals only
English Language,Grade 8,Literature and Poetry,What is satire?,multiple_choice,c,Satire uses humor irony or exaggeration to criticize human behavior or society.,hard,10,150,Serious dramatic writing,Romantic love poetry,Uses humor to criticize behavior or society,Simple descriptive writing
English Language,Grade 8,Literature and Poetry,What is an epic?,multiple_choice,a,An epic is a long narrative poem about heroic deeds and adventures.,hard,10,120,Long narrative poem about heroic deeds,Short funny poem,Poem about everyday life,Poem with simple language
English Language,Grade 8,Literature and Poetry,What is a ballad?,multiple_choice,d,A ballad is a narrative poem that tells a story often about love or adventure.,medium,10,90,A dance,A song without words,A type of novel,Narrative poem telling a story
English Language,Grade 8,Literature and Poetry,What is free verse poetry?,multiple_choice,b,Free verse poetry does not follow regular patterns of rhyme rhythm or meter.,medium,10,90,Poetry that costs nothing,Poetry without regular rhyme rhythm or meter,Poetry about freedom,Poetry written quickly
English Language,Grade 8,Literature and Poetry,What is blank verse?,multiple_choice,c,Blank verse is unrhymed iambic pentameter often used in serious poetry.,hard,10,150,Poetry with no words,Poetry on blank paper,Unrhymed iambic pentameter,Poetry with no meaning
English Language,Grade 8,Literature and Poetry,What is a sonnet?,multiple_choice,a,A sonnet is a 14-line poem with a specific rhyme scheme and meter.,hard,10,120,14-line poem with specific rhyme scheme,10-line poem,Poem with no rules,Very long poem
English Language,Grade 8,Literature and Poetry,What is a haiku?,multiple_choice,d,A haiku is a traditional Japanese poem with three lines following 5-7-5 syllable pattern.,medium,10,90,Long narrative poem,Rhyming couplet,Four-line stanza,Three-line poem with 5-7-5 syllables
English Language,Grade 8,Literature and Poetry,What is rhythm in poetry?,multiple_choice,b,Rhythm is the pattern of stressed and unstressed syllables in verse.,medium,10,90,The meaning of the poem,Pattern of stressed and unstressed syllables,The rhyme scheme,The length of lines
English Language,Grade 8,Literature and Poetry,What is meter in poetry?,multiple_choice,c,Meter is the rhythmic structure of verse based on patterns of stressed and unstressed syllables.,hard,10,120,The length of the poem,The rhyme scheme,Rhythmic structure based on syllable patterns,The number of stanzas
English Language,Grade 8,Literature and Poetry,What is a stanza?,multiple_choice,a,A stanza is a group of lines in a poem that work together as a unit.,easy,10,60,Group of lines working together as unit,Single line in poem,The title of poem,The rhyme scheme
English Language,Grade 8,Literature and Poetry,What is a couplet?,multiple_choice,d,A couplet is two consecutive lines of poetry that usually rhyme.,medium,10,75,One line of poetry,Three lines of poetry,Four lines of poetry,Two consecutive rhyming lines
English Language,Grade 8,Literature and Poetry,What is a quatrain?,multiple_choice,b,A quatrain is a stanza consisting of four lines.,medium,10,60,Two lines,Four lines,Six lines,Eight lines
English Language,Grade 8,Literature and Poetry,What is enjambment?,multiple_choice,c,Enjambment occurs when a sentence or phrase runs over from one line to the next.,hard,10,120,Starting lines with capital letters,Ending lines with punctuation,Sentence running over from one line to next,Using same word twice
English Language,Grade 8,Literature and Poetry,What is caesura?,multiple_choice,a,Caesura is a deliberate pause or break in the middle of a line of poetry.,hard,10,120,Deliberate pause or break in middle of line,End of a poem,Type of rhyme,Poetic form
English Language,Grade 8,Literature and Poetry,What is assonance?,multiple_choice,d,Assonance is the repetition of vowel sounds within words in close proximity.,hard,10,120,Repetition of consonant sounds,Words that rhyme perfectly,Similar word meanings,Repetition of vowel sounds
English Language,Grade 8,Literature and Poetry,What is consonance?,multiple_choice,b,Consonance is the repetition of consonant sounds within or at the end of words.,hard,10,120,Repetition of vowel sounds,Repetition of consonant sounds,Words that rhyme,Similar meanings
English Language,Grade 8,Grammar and Usage,What is a complex sentence?,multiple_choice,a,A complex sentence contains one independent clause and one or more dependent clauses.,hard,10,120,One independent and one or more dependent clauses,Two independent clauses,Only dependent clauses,Very complicated sentence
English Language,Grade 8,Grammar and Usage,What is a compound sentence?,multiple_choice,b,A compound sentence contains two or more independent clauses joined by a conjunction.,medium,10,90,One independent clause,Two or more independent clauses joined by conjunction,One dependent clause,Very long sentence
English Language,Grade 8,Grammar and Usage,What is a dependent clause?,multiple_choice,c,A dependent clause cannot stand alone as a sentence and depends on an independent clause.,medium,10,120,Can stand alone as sentence,Is always very short,Cannot stand alone and depends on independent clause,Has no subject or verb
English Language,Grade 8,Grammar and Usage,What is an independent clause?,multiple_choice,d,An independent clause can stand alone as a complete sentence with subject and predicate.,medium,10,120,Cannot stand alone,Has no subject,Has no predicate,Can stand alone as complete sentence
English Language,Grade 8,Grammar and Usage,What is a subordinating conjunction?,multiple_choice,a,A subordinating conjunction introduces a dependent clause and shows its relationship to the main clause.,hard,10,150,Introduces dependent clause and shows relationship,Joins two independent clauses,Connects words only,Shows emphasis only
English Language,Grade 8,Grammar and Usage,What is a coordinating conjunction?,multiple_choice,b,A coordinating conjunction joins words phrases or independent clauses of equal importance.,medium,10,120,Joins dependent clauses,Joins elements of equal importance,Only joins words,Only joins sentences
English Language,Grade 8,Grammar and Usage,What are the coordinating conjunctions?,multiple_choice,c,The coordinating conjunctions are: for and nor but or yet so (FANBOYS).,hard,10,120,Only and but or,Only because although when,For and nor but or yet so,Only if since unless
English Language,Grade 8,Grammar and Usage,What is a correlative conjunction?,multiple_choice,d,Correlative conjunctions work in pairs like either...or neither...nor both...and.,hard,10,150,Single conjunctions,Three conjunctions together,Conjunctions that correlate,Conjunctions working in pairs
English Language,Grade 8,Grammar and Usage,What is the subjunctive mood?,multiple_choice,a,The subjunctive mood expresses wishes hypothetical situations or conditions contrary to fact.,hard,10,180,Expresses wishes hypothetical situations conditions contrary to fact,Shows definite facts,Asks questions,Gives commands
English Language,Grade 8,Grammar and Usage,What is the indicative mood?,multiple_choice,b,The indicative mood states facts asks questions or expresses opinions.,medium,10,120,Expresses wishes,States facts asks questions expresses opinions,Gives commands,Shows uncertainty
English Language,Grade 8,Grammar and Usage,What is the imperative mood?,multiple_choice,c,The imperative mood gives commands makes requests or offers suggestions.,medium,10,120,States facts,Asks questions,Gives commands makes requests offers suggestions,Expresses wishes
English Language,Grade 8,Grammar and Usage,What is active voice?,multiple_choice,a,In active voice the subject performs the action of the verb.,medium,10,90,Subject performs action of verb,Subject receives action,No clear subject,Passive construction
English Language,Grade 8,Grammar and Usage,What is passive voice?,multiple_choice,d,In passive voice the subject receives the action of the verb.,medium,10,90,Subject performs action,Very quiet voice,Inactive voice,Subject receives action of verb
English Language,Grade 8,Grammar and Usage,When should you use active voice?,multiple_choice,b,Use active voice when you want clear direct and concise writing.,medium,10,120,When being polite,When you want clear direct concise writing,When writing formally only,When the subject is unknown
English Language,Grade 8,Grammar and Usage,What is a gerund?,multiple_choice,c,A gerund is a verb form ending in -ing that functions as a noun.,hard,10,120,Verb ending in -ed,Verb ending in -er,Verb ending in -ing functioning as noun,Verb ending in -ly
English Language,Grade 8,Grammar and Usage,What is a participle?,multiple_choice,a,A participle is a verb form that can function as an adjective.,hard,10,120,Verb form functioning as adjective,Verb form functioning as noun,Verb form functioning as adverb,Complete verb phrase
English Language,Grade 8,Grammar and Usage,What is an infinitive?,multiple_choice,d,An infinitive is the base form of a verb usually preceded by 'to'.,medium,10,90,Verb ending in -ing,Verb ending in -ed,Verb with helping verb,Base form of verb usually with 'to'
English Language,Grade 8,Grammar and Usage,What is a split infinitive?,multiple_choice,b,A split infinitive occurs when an adverb is placed between 'to' and the verb.,hard,10,150,Infinitive broken in half,Adverb placed between 'to' and verb,Two infinitives together,Infinitive without 'to'
English Language,Grade 8,Grammar and Usage,What is parallel structure?,multiple_choice,c,Parallel structure uses the same grammatical form for similar elements in a sentence.,hard,10,150,Making sentences the same length,Using similar meanings,Using same grammatical form for similar elements,Making sentences parallel lines
English Language,Grade 8,Grammar and Usage,What is a dangling modifier?,multiple_choice,a,A dangling modifier is not clearly connected to the word it is supposed to modify.,hard,10,150,Not clearly connected to word it modifies,Modifier that hangs down,Very long modifier,Modifier at end of sentence
English Language,Grade 8,Grammar and Usage,What is a misplaced modifier?,multiple_choice,d,A misplaced modifier is positioned incorrectly in the sentence causing confusion.,hard,10,150,Modifier that is lost,Modifier that is broken,Modifier that is too long,Modifier positioned incorrectly causing confusion
English Language,Grade 8,Grammar and Usage,What is subject-verb agreement?,multiple_choice,b,Subject-verb agreement means the subject and verb must agree in number (singular or plural).,medium,10,120,Subject and verb must be same word,Subject and verb must agree in number,Subject and verb must be same length,Subject and verb must rhyme
English Language,Grade 8,Grammar and Usage,What is a collective noun?,multiple_choice,c,A collective noun names a group of people animals or things as a single unit.,medium,10,90,Noun that collects things,Noun in a collection,Noun naming group as single unit,Noun that is collected
English Language,Grade 8,Grammar and Usage,How do collective nouns affect verb agreement?,multiple_choice,a,Collective nouns usually take singular verbs when the group acts as one unit.,hard,10,150,Usually take singular verbs when group acts as one,Always take plural verbs,Always take singular verbs,Never affect verb agreement
English Language,Grade 8,Grammar and Usage,What is an appositive?,multiple_choice,d,An appositive is a noun or noun phrase that renames or explains another noun.,hard,10,120,Type of verb,Type of adjective,Type of adverb,Noun or phrase that renames or explains another noun
English Language,Grade 8,Grammar and Usage,What is a restrictive clause?,multiple_choice,b,A restrictive clause provides essential information and is not set off by commas.,hard,10,150,Provides extra information with commas,Provides essential information without commas,Restricts sentence length,Restricts word choice
English Language,Grade 8,Grammar and Usage,What is a non-restrictive clause?,multiple_choice,c,A non-restrictive clause provides additional information and is set off by commas.,hard,10,150,Provides essential information,Restricts meaning,Provides additional information set off by commas,Has no restrictions
English Language,Grade 8,Grammar and Usage,What is the difference between 'who' and 'whom'?,multiple_choice,a,'Who' is used as a subject while 'whom' is used as an object.,hard,10,150,'Who' is subject 'whom' is object,They mean the same thing,'Whom' is subject 'who' is object,'Who' is formal 'whom' is informal
English Language,Grade 8,Grammar and Usage,What is the difference between 'its' and 'it's'?,multiple_choice,d,'Its' shows possession while 'it's' is a contraction for 'it is'.,medium,10,120,They mean the same thing,'Its' is contraction 'it's' shows possession,'Its' is plural 'it's' is singular,'Its' shows possession 'it's' is contraction
English Language,Grade 8,Grammar and Usage,What is the difference between 'your' and 'you're'?,multiple_choice,b,'Your' shows possession while 'you're' is a contraction for 'you are'.,medium,10,120,'Your' is contraction 'you're' shows possession,'Your' shows possession 'you're' is contraction,They mean the same thing,'Your' is formal 'you're' is informal
English Language,Grade 8,Grammar and Usage,What is the difference between 'there' 'their' and 'they're'?,multiple_choice,c,'There' indicates place 'their' shows possession 'they're' means 'they are'.,medium,10,150,They all mean the same thing,'There' shows possession 'their' indicates place,'There' indicates place 'their' shows possession 'they're' means 'they are','There' is formal others are informal
English Language,Grade 8,Grammar and Usage,What is a comma splice?,multiple_choice,a,A comma splice incorrectly joins two independent clauses with only a comma.,hard,10,150,Incorrectly joins independent clauses with only comma,Correct use of commas,Missing comma,Too many commas
English Language,Grade 8,Grammar and Usage,How can you fix a comma splice?,multiple_choice,d,Fix with semicolon period coordinating conjunction or by making one clause dependent.,hard,10,180,Only use semicolon,Only use period,Only use conjunction,Use semicolon period conjunction or make clause dependent
English Language,Grade 8,Grammar and Usage,What is a run-on sentence?,multiple_choice,b,A run-on sentence incorrectly joins independent clauses without proper punctuation or conjunctions.,medium,10,150,Very long sentence,Incorrectly joins clauses without proper punctuation,Sentence that runs,Sentence about running
English Language,Grade 8,Grammar and Usage,What is a sentence fragment?,multiple_choice,c,A sentence fragment is incomplete lacking a subject predicate or complete thought.,medium,10,120,Complete sentence,Very short sentence,Incomplete lacking subject predicate or complete thought,Broken sentence
English Language,Grade 8,Grammar and Usage,What makes a complete sentence?,multiple_choice,a,A complete sentence has a subject predicate and expresses a complete thought.,easy,10,90,Has subject predicate and complete thought,Is very long,Has many adjectives,Ends with period
English Language,Grade 8,Grammar and Usage,What is a phrase?,multiple_choice,d,A phrase is a group of related words that lacks either a subject or a predicate.,medium,10,120,Complete sentence,Independent clause,Dependent clause,Group of words lacking subject or predicate
English Language,Grade 8,Grammar and Usage,What is a prepositional phrase?,multiple_choice,b,A prepositional phrase begins with a preposition and ends with its object.,medium,10,90,Phrase about preparation,Begins with preposition and ends with object,Phrase that prepares,Very short phrase
English Language,Grade 8,Grammar and Usage,What is a verb phrase?,multiple_choice,c,A verb phrase consists of a main verb and its helping verbs.,medium,10,90,Phrase about verbs,Very active phrase,Main verb and its helping verbs,Phrase that verbs
English Language,Grade 8,Grammar and Usage,What is a noun phrase?,multiple_choice,a,A noun phrase consists of a noun and its modifiers.,medium,10,90,Noun and its modifiers,Phrase about nouns,Multiple nouns together,Phrase that names
English Language,Grade 8,Grammar and Usage,What is an adjective phrase?,multiple_choice,d,An adjective phrase is a group of words that functions as an adjective.,medium,10,120,Single adjective,Phrase about adjectives,Multiple adjectives,Group of words functioning as adjective
English Language,Grade 8,Grammar and Usage,What is an adverb phrase?,multiple_choice,b,An adverb phrase is a group of words that functions as an adverb.,medium,10,120,Single adverb,Group of words functioning as adverb,Phrase about adverbs,Multiple adverbs
English Language,Grade 8,Grammar and Usage,What is the past perfect tense?,multiple_choice,c,Past perfect tense shows an action completed before another past action.,hard,10,120,Action happening now,Action that will happen,Action completed before another past action,Action that happened once
English Language,Grade 8,Grammar and Usage,What is the present perfect tense?,multiple_choice,a,Present perfect tense shows an action that started in the past and continues or affects the present.,hard,10,150,Action started in past continues or affects present,Action happening right now,Action that will happen soon,Action that happened yesterday
English Language,Grade 8,Grammar and Usage,What is the future perfect tense?,multiple_choice,d,Future perfect tense shows an action that will be completed before a specific future time.,hard,10,150,Action happening in future,Action that might happen,Action that will happen soon,Action completed before specific future time
English Language,Grade 8,Grammar and Usage,What is the progressive aspect?,multiple_choice,b,Progressive aspect shows ongoing or continuous action using -ing form.,hard,10,120,Shows completed action,Shows ongoing or continuous action using -ing,Shows future action,Shows past action
English Language,Grade 8,Grammar and Usage,What is the perfect aspect?,multiple_choice,c,Perfect aspect shows completed action or action completed before another time.,hard,10,150,Shows ongoing action,Shows future action,Shows completed action or action completed before another time,Shows present action
English Language,Grade 8,Comprehension Skills,What is the main difference between explicit and implicit information?,multiple_choice,a,Explicit information is directly stated while implicit information must be inferred.,medium,10,120,Explicit is stated implicit is inferred,Explicit is hidden implicit is obvious,They are the same,Explicit is longer implicit is shorter
English Language,Grade 8,Comprehension Skills,What is inference in reading?,multiple_choice,b,Inference is drawing logical conclusions based on evidence and prior knowledge.,medium,10,120,Guessing randomly,Drawing logical conclusions from evidence and knowledge,Reading very fast,Memorizing facts
English Language,Grade 8,Comprehension Skills,What is the difference between fact and opinion?,multiple_choice,c,Facts can be proven true or false while opinions are personal beliefs or judgments.,medium,10,120,They are the same,Opinions can be proven facts cannot,Facts can be proven opinions are personal beliefs,Facts are longer than opinions
English Language,Grade 8,Comprehension Skills,What is bias in reading?,multiple_choice,d,Bias is a prejudice or inclination that affects objectivity in presenting information.,hard,10,150,Reading very fast,Preferring certain books,Reading with difficulty,Prejudice affecting objectivity in presenting information
English Language,Grade 8,Comprehension Skills,What is the author's purpose?,multiple_choice,a,The author's purpose is the reason why the author wrote the text.,medium,10,90,Reason why author wrote the text,Author's personal life,Author's favorite topic,Author's writing style
English Language,Grade 8,Comprehension Skills,What are the main purposes for writing?,multiple_choice,b,The main purposes are to inform persuade entertain and express.,medium,10,120,Only to inform,To inform persuade entertain and express,Only to persuade,Only to entertain
English Language,Grade 8,Comprehension Skills,What is persuasive writing?,multiple_choice,c,Persuasive writing aims to convince readers to accept a particular viewpoint or take action.,medium,10,120,Writing that is very convincing,Writing about persuasion,Writing that convinces readers to accept viewpoint or take action,Writing that is forceful
English Language,Grade 8,Comprehension Skills,What is expository writing?,multiple_choice,a,Expository writing explains or informs about a topic using facts and evidence.,medium,10,120,Explains or informs using facts and evidence,Tells personal stories,Argues opinions,Describes sensory details
English Language,Grade 8,Comprehension Skills,What is narrative writing?,multiple_choice,d,Narrative writing tells a story with characters setting plot and theme.,medium,10,120,Explains facts,Argues points,Describes things,Tells story with characters setting plot theme
English Language,Grade 8,Comprehension Skills,What is descriptive writing?,multiple_choice,b,Descriptive writing uses sensory details to create vivid images and experiences.,medium,10,120,Tells stories,Uses sensory details to create vivid images,Explains processes,Argues points
English Language,Grade 8,Comprehension Skills,What is cause and effect?,multiple_choice,c,Cause and effect shows the relationship between what happens (effect) and why it happens (cause).,medium,10,120,Two unrelated events,Random occurrences,Relationship between what happens and why,Beginning and end
English Language,Grade 8,Comprehension Skills,What is compare and contrast?,multiple_choice,a,Compare shows similarities while contrast shows differences between two or more things.,medium,10,120,Compare shows similarities contrast shows differences,They mean the same thing,Compare shows differences contrast shows similarities,Both show only similarities
English Language,Grade 8,Comprehension Skills,What is chronological order?,multiple_choice,d,Chronological order arranges events in the order they happened in time.,easy,10,75,Alphabetical order,Order of importance,Random order,Order events happened in time
English Language,Grade 8,Comprehension Skills,What is spatial order?,multiple_choice,b,Spatial order arranges details according to their physical location or position.,medium,10,90,Order in time,Arranges details by physical location or position,Order of importance,Alphabetical arrangement
English Language,Grade 8,Comprehension Skills,What is order of importance?,multiple_choice,c,Order of importance arranges ideas from most to least important or vice versa.,medium,10,90,Time order,Location order,Arranges ideas from most to least important,Random order
English Language,Grade 8,Comprehension Skills,What is a topic sentence?,multiple_choice,a,A topic sentence states the main idea of a paragraph.,easy,10,60,States main idea of paragraph,Concludes the paragraph,Provides supporting details,Connects paragraphs
English Language,Grade 8,Comprehension Skills,What are supporting details?,multiple_choice,d,Supporting details provide evidence examples and explanations that develop the main idea.,medium,10,120,Main ideas,Topic sentences,Concluding thoughts,Evidence examples explanations developing main idea
English Language,Grade 8,Comprehension Skills,What is a concluding sentence?,multiple_choice,b,A concluding sentence summarizes the main point and provides closure to the paragraph.,medium,10,120,Introduces new ideas,Summarizes main point and provides closure,Provides examples,Asks questions
English Language,Grade 8,Comprehension Skills,What is summarizing?,multiple_choice,c,Summarizing restates the main points of a text briefly in your own words.,medium,10,120,Copying text exactly,Making text longer,Restating main points briefly in own words,Changing the meaning
English Language,Grade 8,Comprehension Skills,What is paraphrasing?,multiple_choice,a,Paraphrasing restates someone else's ideas in your own words while keeping the same meaning.,medium,10,150,Restates ideas in own words keeping same meaning,Copying exactly,Changing meaning completely,Making it shorter only
English Language,Grade 8,Comprehension Skills,What is the difference between summarizing and paraphrasing?,multiple_choice,d,Summarizing condenses main points while paraphrasing restates all ideas in different words.,hard,10,180,They are the same,Summarizing changes meaning paraphrasing doesn't,Paraphrasing is shorter summarizing is longer,Summarizing condenses main points paraphrasing restates all ideas
English Language,Grade 8,Comprehension Skills,What is context?,multiple_choice,b,Context is the circumstances or setting that surrounds and gives meaning to something.,medium,10,120,The main idea,Circumstances or setting giving meaning to something,The conclusion,The introduction
English Language,Grade 8,Comprehension Skills,What are context clues?,multiple_choice,c,Context clues are hints in the surrounding text that help determine word meanings.,medium,10,120,Direct definitions only,Synonyms only,Hints in surrounding text helping determine meanings,Antonyms only
English Language,Grade 8,Comprehension Skills,What is a synonym context clue?,multiple_choice,a,A synonym context clue provides a word with similar meaning to help understand the unknown word.,medium,10,120,Word with similar meaning helping understand unknown word,Word with opposite meaning,Exact definition,Example of the word
English Language,Grade 8,Comprehension Skills,What is an antonym context clue?,multiple_choice,d,An antonym context clue provides a word with opposite meaning to help understand the unknown word.,medium,10,120,Word with similar meaning,Exact definition,Example of word,Word with opposite meaning helping understand unknown word
English Language,Grade 8,Comprehension Skills,What is a definition context clue?,multiple_choice,b,A definition context clue directly explains the meaning of the unknown word.,easy,10,90,Gives similar word,Directly explains meaning of unknown word,Gives opposite word,Gives example
English Language,Grade 8,Comprehension Skills,What is an example context clue?,multiple_choice,c,An example context clue provides specific instances that illustrate the meaning of the unknown word.,medium,10,120,Gives definition,Gives similar word,Provides specific instances illustrating meaning,Gives opposite word
