subject_name,class_level_name,topic_title,question_text,question_type,correct_answer,explanation,difficulty,points,time_limit,choice_a,choice_b,choice_c,choice_d
ICT,Basic 4,Basic Computer Operations,What are the small pictures on the desktop called?,multiple_choice,b,The small pictures on the desktop are called icons.,medium,10,75,Buttons,Icons,Windows,Screens
ICT,Basic 4,Basic Computer Operations,How do we open a program?,multiple_choice,d,We double-click on an icon to open programs.,medium,10,120,Shake the computer,Hit the screen,Press any key,Double-click on an icon
ICT,Basic 4,Basic Computer Operations,What do we call the rectangular areas that open on the screen?,multiple_choice,c,The rectangular areas that open are called windows.,medium,10,90,Doors,Boxes,Windows,Screens
ICT,Basic 4,Basic Computer Operations,How do we close a window or program?,multiple_choice,a,We click the X button in the corner.,medium,10,120,Click X button in corner,Turn off computer,Hit the screen,Press any key
ICT,Basic 4,Basic Computer Operations,What is the taskbar?,multiple_choice,b,The taskbar is the bar at the bottom showing open programs.,hard,15,150,Top of the screen,Bar at bottom showing programs,Side of the screen,The desktop background
ICT,Basic 4,Basic Computer Operations,How do we save our work?,multiple_choice,c,We use the save option to keep our work safe.,hard,15,120,Turn off computer,Close the program,Use save option to keep work safe,Do nothing
ICT,Basic 4,Basic Computer Operations,What should we do if we make a mistake while typing?,multiple_choice,d,We can use the backspace key to delete mistakes.,medium,10,120,Start over completely,Turn off computer,Hit the screen,Use backspace key to delete mistakes
ICT,Basic 4,Basic Computer Operations,Why is it important to save our work regularly?,multiple_choice,a,Regular saving prevents losing our work if something goes wrong.,hard,15,150,Prevents losing work if something goes wrong,Makes computer faster,Makes work look better,Not important
ICT,Basic 4,Introduction to Internet,What is the Internet?,multiple_choice,b,The Internet is a worldwide network that connects computers.,medium,10,180,A single computer,Worldwide network connecting computers,A program,A game
ICT,Basic 4,Introduction to Internet,What can we do on the Internet?,multiple_choice,d,We can search for information send messages and learn new things.,medium,10,180,Only send messages,Only play games,Only search,Search information send messages and learn
ICT,Basic 4,Introduction to Internet,What do we need to use the Internet?,multiple_choice,c,We need a computer and an Internet connection.,medium,10,120,Only a computer,Only a phone,Computer and Internet connection,Only a tablet
ICT,Basic 4,Introduction to Internet,What is a website?,multiple_choice,a,A website is a collection of pages with information on the Internet.,medium,10,150,Collection of pages with information,A computer program,A type of computer,A game
ICT,Basic 4,Introduction to Internet,What should we be careful about on the Internet?,multiple_choice,d,We should be careful about sharing personal information and talking to strangers.,hard,15,180,Nothing,Only viruses,Only slow connections,Sharing personal info and talking to strangers
ICT,Basic 4,Introduction to Internet,Who should we ask before using the Internet?,multiple_choice,a,We should ask parents teachers or adults for permission.,medium,10,150,Parents teachers or adults,Other children,No one,Strangers online
ICT,Basic 4,Introduction to Internet,What is email?,multiple_choice,b,Email is electronic mail used to send messages.,medium,10,120,A website,Electronic mail for sending messages,A computer program,A game
ICT,Basic 4,Introduction to Internet,Why is the Internet useful for learning?,multiple_choice,c,The Internet has lots of information and learning resources.,medium,10,180,Only has games,Only has pictures,Has information and learning resources,Only has videos
ICT,Basic 4,Introduction to Internet,What are some rules for safe Internet use?,multiple_choice,a,Safe rules include not sharing personal information and asking adults for help.,hard,15,180,Don't share personal info and ask adults,No rules needed,Only use for games,Share everything online
ICT,Basic 4,Introduction to Internet,How has the Internet changed communication?,multiple_choice,b,The Internet has made communication faster and easier with people far away.,hard,15,180,No change,Made communication faster and easier with distant people,Made communication harder,Only for adults now
