subject_name,class_level_name,topic_title,question_text,question_type,correct_answer,explanation,difficulty,points,time_limit,choice_a,choice_b,choice_c,choice_d
English Language,Grade 7,Reading Comprehension,What is the climax of a story?,multiple_choice,c,The climax is the turning point or most exciting moment in a story where the main conflict reaches its peak.,medium,10,45,The beginning of the story,The end of the story,The most exciting or turning point,The least important part
English Language,Grade 7,Reading Comprehension,What is foreshadowing?,multiple_choice,b,Foreshadowing is when an author gives hints or clues about what will happen later in the story.,hard,10,60,Describing the past,Giving hints about future events,Explaining character feelings,Describing the setting
English Language,Grade 7,Reading Comprehension,What point of view uses 'I' and 'me'?,multiple_choice,a,First person point of view uses pronouns like 'I' 'me' and 'my' because the narrator is telling their own story.,easy,10,45,First person,Second person,Third person,Fourth person
English Language,Grade 7,Spelling and Phonics,Which word is spelled correctly?,multiple_choice,b,The correct spelling is 'receive' following the rule 'i before e except after c'.,medium,10,45,Recieve,Receive,Recive,Receeve
English Language,Grade 7,Spelling and Phonics,What is a silent letter?,multiple_choice,c,A silent letter is written in a word but not pronounced when speaking like the 'b' in 'lamb'.,easy,10,45,A letter that is very quiet,A letter that is missing,A letter that is written but not pronounced,A letter that is pronounced loudly
English Language,Grade 7,Spelling and Phonics,Which word contains a diphthong?,multiple_choice,a,A diphthong is two vowel sounds that glide together. 'House' contains the 'ou' diphthong sound.,medium,10,60,House,Cat,Dog,Book
English Language,Grade 7,Spelling and Phonics,What is the correct plural of 'story'?,multiple_choice,c,When a word ends in consonant + y change the y to i and add es. Story becomes stories.,easy,10,45,Storys,Storyes,Stories,Storyies
English Language,Grade 7,Spelling and Phonics,Which word follows the 'i before e' rule?,multiple_choice,b,The rule 'i before e except after c' applies to words like 'believe' where i comes before e.,easy,10,45,Weight,Believe,Neighbor,Eight
English Language,Grade 7,Punctuation,Where should you put a comma in this sentence: 'I bought apples oranges and bananas'?,multiple_choice,c,Commas separate items in a series. The sentence should read: 'I bought apples oranges and bananas.',easy,10,45,After 'I',After 'bought',After 'apples' and 'oranges',No comma needed
English Language,Grade 7,Punctuation,What punctuation mark ends a question?,multiple_choice,b,Questions end with a question mark (?) to indicate that information is being requested.,easy,10,30,Period,Question mark,Exclamation point,Comma
English Language,Grade 7,Punctuation,When do you use an apostrophe?,multiple_choice,a,Apostrophes show possession (John's book) or contractions (don't = do not).,medium,10,45,To show possession or contractions,To end sentences,To separate items in a list,To show excitement
English Language,Grade 7,Punctuation,Which sentence uses quotation marks correctly?,multiple_choice,c,Quotation marks go around the exact words someone said with punctuation inside the quotes.,medium,10,60,She said 'hello'.,She said hello.,She said 'Hello.',She said hello
English Language,Grade 7,Punctuation,What is the purpose of a semicolon?,multiple_choice,b,A semicolon connects two related independent clauses that could stand alone as sentences.,hard,10,60,To end a sentence,To connect related independent clauses,To show possession,To indicate a question
English Language,Grade 7,Creative Writing,What makes a good story opening?,multiple_choice,a,A good opening grabs the reader's attention and makes them want to continue reading the story.,medium,10,45,It grabs the reader's attention,It tells the ending,It lists all the characters,It describes the weather
English Language,Grade 7,Creative Writing,What is dialogue in a story?,multiple_choice,b,Dialogue is the conversation between characters shown through their spoken words usually in quotation marks.,easy,10,45,The story's setting,Conversation between characters,The story's ending,The author's opinion
English Language,Grade 7,Creative Writing,What is a plot?,multiple_choice,c,The plot is the sequence of events that make up the story from beginning to end.,easy,10,45,The main character,The story's setting,The sequence of events in a story,The story's theme
English Language,Grade 7,Creative Writing,What creates suspense in a story?,multiple_choice,a,Suspense is created by making readers uncertain about what will happen next keeping them engaged and curious.,medium,10,60,Making readers wonder what will happen next,Telling readers everything at once,Using difficult vocabulary,Making the story very long
English Language,Grade 7,Creative Writing,What is a rough draft?,multiple_choice,b,A rough draft is the first version of your writing where you focus on getting ideas down before polishing and editing.,easy,10,45,The final version of your writing,The first version before editing,A story about rough things,A type of pencil
English Language,Grade 7,Text Types,What is the purpose of a persuasive text?,multiple_choice,a,Persuasive texts aim to convince readers to agree with the author's opinion or take a specific action.,medium,10,45,To convince readers of an opinion,To tell a story,To give directions,To describe something
English Language,Grade 7,Text Types,What is an informative text?,multiple_choice,b,Informative texts provide facts and information about a topic to educate readers.,easy,10,45,A text that tells a story,A text that provides facts and information,A text that gives opinions,A text that entertains
English Language,Grade 7,Text Types,What is a narrative text?,multiple_choice,c,Narrative texts tell a story with characters events and usually follow a sequence from beginning to end.,easy,10,45,A text that gives information,A text that persuades,A text that tells a story,A text that gives instructions
English Language,Grade 7,Text Types,What is the main feature of descriptive writing?,multiple_choice,a,Descriptive writing uses detailed sensory language to help readers visualize and experience what is being described.,medium,10,60,It uses detailed sensory language,It tells what happened first,It tries to convince you,It gives step-by-step instructions
English Language,Grade 7,Text Types,What type of text gives step-by-step instructions?,multiple_choice,d,Procedural or instructional texts provide step-by-step directions for completing a task or process.,easy,10,45,Narrative,Persuasive,Descriptive,Instructional
English Language,Grade 7,Language Structure,What is a compound sentence?,multiple_choice,b,A compound sentence contains two independent clauses joined by a coordinating conjunction like 'and' 'but' or 'or'.,medium,10,60,A sentence with one subject,A sentence with two independent clauses,A sentence with no verbs,A very long sentence
English Language,Grade 7,Language Structure,What is a complex sentence?,multiple_choice,c,A complex sentence has one independent clause and at least one dependent clause connected by subordinating conjunctions.,hard,10,60,A sentence that is hard to understand,A sentence with many adjectives,A sentence with independent and dependent clauses,A sentence with no punctuation
English Language,Grade 7,Language Structure,What is a phrase?,multiple_choice,a,A phrase is a group of related words that does not contain both a subject and a predicate.,medium,10,45,A group of words without a complete thought,A complete sentence,A single word,A type of punctuation
English Language,Grade 7,Language Structure,What is a clause?,multiple_choice,b,A clause is a group of words that contains both a subject and a predicate (verb).,medium,10,45,A single word,A group of words with a subject and predicate,A type of punctuation,A paragraph
English Language,Grade 7,Language Structure,What connects words phrases or clauses?,multiple_choice,c,Conjunctions are words that connect other words phrases or clauses such as 'and' 'but' 'or' 'because'.,medium,10,45,Nouns,Verbs,Conjunctions,Adjectives
English Language,Grade 7,Reading Strategies,What should you do before reading a text?,multiple_choice,a,Previewing helps you understand what the text is about and prepares your mind for reading.,easy,10,45,Preview the title headings and pictures,Read the last paragraph first,Count the number of pages,Skip the introduction
English Language,Grade 7,Reading Strategies,What is skimming?,multiple_choice,b,Skimming is reading quickly to get the general idea or main points without reading every word.,medium,10,45,Reading every word carefully,Reading quickly for main ideas,Reading only the first sentence,Reading backwards
English Language,Grade 7,Reading Strategies,What is scanning?,multiple_choice,c,Scanning is looking quickly through text to find specific information like dates names or facts.,medium,10,45,Reading very slowly,Reading for general understanding,Looking for specific information,Reading out loud
English Language,Grade 7,Reading Strategies,When should you reread a passage?,multiple_choice,a,Rereading helps when you don't understand something or need to find specific details you missed.,medium,10,45,When you don't understand something,Only at the end,Never,Only if it's short
English Language,Grade 7,Reading Strategies,What helps you remember what you read?,multiple_choice,b,Taking notes or summarizing helps you remember and understand important information from your reading.,medium,10,45,Reading as fast as possible,Taking notes or summarizing,Skipping difficult parts,Reading only once
English Language,Grade 7,Literary Devices,What is imagery in literature?,multiple_choice,a,Imagery uses descriptive language that appeals to the senses to help readers visualize and experience the text.,medium,10,60,Language that appeals to the senses,Rhyming words,Repeated phrases,Questions in the text
English Language,Grade 7,Literary Devices,What is repetition used for in writing?,multiple_choice,b,Repetition emphasizes important ideas and creates rhythm or pattern in writing making certain points memorable.,medium,10,45,To make writing longer,To emphasize important ideas,To confuse readers,To fill space
English Language,Grade 7,Literary Devices,What is irony?,multiple_choice,c,Irony occurs when there is a contrast between what is expected and what actually happens or between appearance and reality.,hard,10,60,When something is made of iron,When something is very serious,When the opposite of what's expected happens,When something is repeated
English Language,Grade 7,Literary Devices,What is symbolism?,multiple_choice,a,Symbolism uses objects colors or actions to represent deeper meanings or ideas beyond their literal meaning.,hard,10,60,Using objects to represent deeper meanings,Using mathematical symbols,Using only simple words,Using capital letters
English Language,Grade 7,Literary Devices,What is onomatopoeia?,multiple_choice,b,Onomatopoeia refers to words that imitate or suggest the sound they describe like 'buzz' 'crash' or 'whisper'.,medium,10,45,Words that are very long,Words that sound like what they describe,Words that rhyme,Words from other languages
English Language,Grade 7,Study Skills,What is the best way to prepare for a test?,multiple_choice,a,Effective test preparation involves reviewing notes practicing problems and studying over several days rather than cramming.,easy,10,45,Review notes and practice over several days,Study everything the night before,Only read the textbook once,Memorize without understanding
English Language,Grade 7,Study Skills,What is a good note-taking strategy?,multiple_choice,b,Good notes should capture main ideas and important details in an organized way that you can understand later.,medium,10,45,Write down every single word,Write main ideas and important details,Only write what's on the board,Copy everything exactly
English Language,Grade 7,Study Skills,How can you improve your reading comprehension?,multiple_choice,c,Active reading strategies like asking questions making connections and summarizing help improve understanding.,medium,10,60,Read as fast as possible,Skip difficult parts,Ask questions and make connections while reading,Only read easy books
English Language,Grade 7,Study Skills,What should you do if you don't understand something?,multiple_choice,a,When you don't understand something it's important to ask questions seek help and clarify your confusion.,easy,10,45,Ask questions and seek help,Give up and move on,Pretend you understand,Skip that topic completely
English Language,Grade 7,Study Skills,What makes a good study environment?,multiple_choice,b,A good study environment is quiet organized and free from distractions to help you focus on learning.,easy,10,45,Loud music and TV on,Quiet and organized space,Studying in bed,Studying with many friends talking
English Language,Grade 7,Literature and Poetry,What is a stanza in a poem?,multiple_choice,a,A stanza is a group of lines in a poem that work together like a paragraph in prose.,easy,10,45,A group of lines in a poem,A single line,The title of a poem,The rhyme scheme
English Language,Grade 7,Literature and Poetry,What is rhythm in poetry?,multiple_choice,c,Rhythm is the pattern of stressed and unstressed syllables that creates a musical beat in poetry.,medium,10,60,The meaning of words,The rhyme scheme,The pattern of stressed and unstressed syllables,The number of lines
English Language,Grade 7,Literature and Poetry,What is a ballad?,multiple_choice,b,A ballad is a narrative poem that tells a story often about love adventure or tragedy.,medium,10,75,A short funny poem,A narrative poem that tells a story,A poem about nature,A poem with no rhyme
English Language,Grade 7,Literature and Poetry,What does 'imagery' mean in poetry?,multiple_choice,a,Imagery uses descriptive language that appeals to the senses to create vivid pictures in the reader's mind.,medium,10,90,Language that appeals to the senses,Words that rhyme,The main idea,The poet's opinion
English Language,Grade 7,Literature and Poetry,What is onomatopoeia?,multiple_choice,d,Onomatopoeia refers to words that imitate sounds like 'buzz' 'crash' or 'whisper'.,medium,10,60,Words that rhyme,Words that repeat,Words with opposite meanings,Words that imitate sounds
English Language,Grade 7,Literature and Poetry,What is the difference between poetry and prose?,multiple_choice,b,Poetry is written in verses with rhythm and often rhyme while prose is written in sentences and paragraphs.,medium,10,90,They are the same,Poetry uses verses; prose uses sentences and paragraphs,Poetry is longer,Prose always rhymes
English Language,Grade 7,Literature and Poetry,What is a haiku?,multiple_choice,c,A haiku is a traditional Japanese poem with three lines following a 5-7-5 syllable pattern.,medium,10,75,A long narrative poem,A poem that rhymes,A three-line poem with 5-7-5 syllables,A poem about nature only
English Language,Grade 7,Literature and Poetry,What is repetition used for in poetry?,multiple_choice,a,Repetition emphasizes important ideas creates rhythm and makes poems more memorable.,medium,10,75,To emphasize ideas and create rhythm,To make poems longer,To confuse readers,To fill empty space
English Language,Grade 7,Literature and Poetry,What is a limerick?,multiple_choice,b,A limerick is a humorous five-line poem with an AABBA rhyme scheme.,medium,10,75,A serious poem,A humorous five-line poem with AABBA rhyme,A poem about animals,A poem with no structure
English Language,Grade 7,Literature and Poetry,What does 'mood' mean in literature?,multiple_choice,c,Mood is the emotional atmosphere or feeling that the reader experiences while reading.,medium,10,75,The main character,The setting,The emotional atmosphere the reader feels,The author's attitude
English Language,Grade 7,Literature and Poetry,What is symbolism in literature?,multiple_choice,a,Symbolism uses objects colors or actions to represent deeper meanings beyond their literal sense.,hard,10,120,Using objects to represent deeper meanings,Using only simple words,Describing things exactly as they are,Using difficult vocabulary
English Language,Grade 7,Literature and Poetry,What is irony?,multiple_choice,d,Irony occurs when there is a contrast between expectation and reality or between appearance and truth.,hard,10,120,When something is made of metal,When something is very serious,When everything goes as expected,When there's contrast between expectation and reality
English Language,Grade 7,Literature and Poetry,What is a sonnet?,multiple_choice,b,A sonnet is a 14-line poem usually written in iambic pentameter with a specific rhyme scheme.,hard,10,120,A 10-line poem,A 14-line poem with specific structure,A poem with no rules,A poem that doesn't rhyme
English Language,Grade 7,Literature and Poetry,What is free verse poetry?,multiple_choice,c,Free verse poetry doesn't follow regular patterns of rhyme meter or structure.,medium,10,90,Poetry that costs nothing,Poetry about freedom,Poetry without regular rhyme or meter patterns,Poetry written quickly
English Language,Grade 7,Literature and Poetry,What is an epic poem?,multiple_choice,a,An epic poem is a long narrative poem about heroic deeds and adventures of legendary figures.,hard,10,120,A long narrative poem about heroic deeds,A short funny poem,A poem about everyday life,A poem with simple language
English Language,Grade 7,Literature and Poetry,What is assonance?,multiple_choice,b,Assonance is the repetition of vowel sounds within words in close proximity.,hard,10,120,Repetition of consonant sounds,Repetition of vowel sounds,Words that rhyme perfectly,Words with similar meanings
English Language,Grade 7,Literature and Poetry,What is consonance?,multiple_choice,c,Consonance is the repetition of consonant sounds within or at the end of words.,hard,10,120,Repetition of vowel sounds,Words that rhyme,Repetition of consonant sounds,Similar word meanings
English Language,Grade 7,Literature and Poetry,What is a metaphor?,multiple_choice,a,A metaphor directly compares two unlike things without using 'like' or 'as'.,medium,10,60,Direct comparison without 'like' or 'as',Comparison using 'like' or 'as',A type of rhyme,A story element
English Language,Grade 7,Literature and Poetry,What is hyperbole?,multiple_choice,d,Hyperbole is deliberate exaggeration used for emphasis or dramatic effect.,medium,10,75,Understating something,Being very precise,Using simple language,Deliberate exaggeration for emphasis
English Language,Grade 7,Literature and Poetry,What is the theme of a literary work?,multiple_choice,b,The theme is the central message or underlying meaning that the author wants to convey.,medium,10,75,The main character,The central message or underlying meaning,The setting of the story,The length of the work
English Language,Grade 7,Literature and Poetry,What is an allegory?,multiple_choice,c,An allegory is a story with a hidden meaning where characters and events represent abstract ideas.,hard,10,150,A true story,A funny story,A story with hidden meaning representing abstract ideas,A story about animals
English Language,Grade 7,Literature and Poetry,What is blank verse?,multiple_choice,a,Blank verse is unrhymed iambic pentameter often used in serious poetry and drama.,hard,10,150,Unrhymed iambic pentameter,Poetry with no words,Poetry written on blank paper,Poetry with simple rhymes
English Language,Grade 7,Literature and Poetry,What is a couplet?,multiple_choice,b,A couplet is two consecutive lines of poetry that usually rhyme and have the same meter.,medium,10,75,One line of poetry,Two consecutive rhyming lines,Three lines of poetry,Four lines of poetry
English Language,Grade 7,Literature and Poetry,What is enjambment?,multiple_choice,c,Enjambment is when a sentence or phrase runs over from one line of poetry to the next.,hard,10,120,Starting each line with capital letters,Ending each line with punctuation,When sentences run over from one line to the next,Using the same word twice
English Language,Grade 7,Literature and Poetry,What is a refrain?,multiple_choice,d,A refrain is a line or group of lines repeated at intervals throughout a poem or song.,medium,10,90,The first line of a poem,The last line of a poem,A poem's title,Lines repeated at intervals throughout a poem
English Language,Grade 7,Literature and Poetry,What is caesura?,multiple_choice,a,Caesura is a deliberate pause or break in the middle of a line of poetry.,hard,10,120,A deliberate pause or break in the middle of a line,The end of a poem,A type of rhyme,A poetic form
English Language,Grade 7,Literature and Poetry,What is meter in poetry?,multiple_choice,b,Meter is the rhythmic pattern of stressed and unstressed syllables in verse.,hard,10,120,The length of a poem,The rhythmic pattern of stressed and unstressed syllables,The rhyme scheme,The number of stanzas
English Language,Grade 7,Literature and Poetry,What is a quatrain?,multiple_choice,c,A quatrain is a stanza or poem consisting of four lines.,medium,10,60,Two lines,Three lines,Four lines,Five lines
English Language,Grade 7,Literature and Poetry,What is an ode?,multiple_choice,a,An ode is a lyrical poem expressing deep feelings or thoughts about a particular subject.,medium,10,90,A lyrical poem expressing deep feelings about a subject,A funny short poem,A poem that tells a story,A poem with no structure
English Language,Grade 7,Literature and Poetry,What is pastoral poetry?,multiple_choice,d,Pastoral poetry idealizes rural life and nature often featuring shepherds and countryside.,hard,10,120,Poetry about cities,Poetry about war,Poetry about love,Poetry idealizing rural life and nature
English Language,Grade 7,Literature and Poetry,What is dramatic monologue?,multiple_choice,b,A dramatic monologue is a poem where a single speaker addresses a silent listener.,hard,10,150,A conversation between two people,A poem where one speaker addresses a silent listener,A poem performed on stage,A poem with multiple voices
English Language,Grade 7,Literature and Poetry,What is elegy?,multiple_choice,c,An elegy is a mournful poem typically lamenting the dead or expressing sorrow.,hard,10,120,A happy celebration poem,A love poem,A mournful poem lamenting the dead,A poem about nature
English Language,Grade 7,Literature and Poetry,What is satire in literature?,multiple_choice,a,Satire uses humor irony or exaggeration to criticize and expose flaws in human behavior.,hard,10,150,Using humor to criticize and expose flaws,Serious dramatic writing,Romantic love stories,Simple descriptive writing
English Language,Grade 7,Literature and Poetry,What is a villanelle?,multiple_choice,d,A villanelle is a 19-line poem with a specific pattern of rhyme and repetition.,hard,10,150,A 10-line poem,A 14-line poem,A poem with no structure,A 19-line poem with specific rhyme and repetition
English Language,Grade 7,Literature and Poetry,What is internal rhyme?,multiple_choice,b,Internal rhyme occurs when words within the same line of poetry rhyme with each other.,medium,10,90,Rhyme at the end of lines,Rhyme within the same line,No rhyme at all,Perfect rhyme only
English Language,Grade 7,Literature and Poetry,What is a ballad meter?,multiple_choice,c,Ballad meter alternates between lines of eight and six syllables in iambic pattern.,hard,10,150,All lines have the same number of syllables,Lines get progressively longer,Lines alternate between eight and six syllables,Lines have no pattern
English Language,Grade 7,Literature and Poetry,What is apostrophe in poetry?,multiple_choice,a,Apostrophe is addressing someone or something that is absent dead or inanimate.,hard,10,150,Addressing someone absent dead or inanimate,A punctuation mark,A type of rhyme,A poetic form
English Language,Grade 7,Literature and Poetry,What is synecdoche?,multiple_choice,d,Synecdoche is using a part to represent the whole or the whole to represent a part.,hard,10,150,Using similar sounds,Using opposite meanings,Using exaggeration,Using a part to represent the whole
English Language,Grade 7,Literature and Poetry,What is metonymy?,multiple_choice,b,Metonymy substitutes the name of something with something closely associated with it.,hard,10,150,Direct comparison,Substituting with something closely associated,Using exaggeration,Repetition of sounds
English Language,Grade 7,Literature and Poetry,What is chiasmus?,multiple_choice,c,Chiasmus is a reversal of grammatical structures in successive phrases or clauses.,hard,10,180,Repetition of words,Parallel structure,Reversal of grammatical structures in successive phrases,Using similar sounds
English Language,Grade 7,Literature and Poetry,What is anaphora?,multiple_choice,a,Anaphora is the repetition of a word or phrase at the beginning of successive clauses.,hard,10,150,Repetition at the beginning of successive clauses,Repetition at the end,No repetition,Random repetition
English Language,Grade 7,Literature and Poetry,What is epistrophe?,multiple_choice,b,Epistrophe is the repetition of a word or phrase at the end of successive clauses.,hard,10,150,Repetition at the beginning,Repetition at the end of successive clauses,No repetition,Middle repetition
English Language,Grade 7,Literature and Poetry,What is zeugma?,multiple_choice,d,Zeugma uses one word to modify two others in different senses.,hard,10,180,Using three words together,Repeating the same word,Using opposite words,Using one word to modify two others in different senses
English Language,Grade 7,Literature and Poetry,What is oxymoron?,multiple_choice,c,An oxymoron combines contradictory terms like 'deafening silence' or 'bitter sweet'.,medium,10,90,Words that sound alike,Words with similar meanings,Contradictory terms combined,Very long words
English Language,Grade 7,Literature and Poetry,What is paradox?,multiple_choice,a,A paradox is a statement that seems contradictory but reveals a deeper truth.,hard,10,120,A statement that seems contradictory but reveals truth,A simple true statement,A false statement,A question without an answer
English Language,Grade 7,Literature and Poetry,What is litotes?,multiple_choice,b,Litotes is a form of understatement that affirms by denying the opposite.,hard,10,150,Extreme exaggeration,Understatement that affirms by denying the opposite,Direct statement,Question form
English Language,Grade 7,Literature and Poetry,What is euphemism?,multiple_choice,c,Euphemism is a mild or indirect term substituted for one considered too harsh or direct.,medium,10,120,Very direct language,Harsh critical language,Mild indirect term for something harsh,Technical scientific language
English Language,Grade 7,Literature and Poetry,What is cacophony?,multiple_choice,d,Cacophony is the use of harsh discordant sounds for effect in poetry.,hard,10,120,Pleasant musical sounds,Silence in poetry,Repetitive sounds,Harsh discordant sounds for effect
English Language,Grade 7,Literature and Poetry,What is euphony?,multiple_choice,a,Euphony is the use of pleasant harmonious sounds in poetry.,hard,10,120,Pleasant harmonious sounds,Harsh unpleasant sounds,No sound at all,Random sounds
